"Title","Journal","Year","Authors","DOI","PMID","Abstract"
"Real-Time Optimization-Based Path Planning for Autonomous Semi-Trailer Trucks","INTELLIGENT SERVICE ROBOTICS","2022","Sabiha, Ahmed D.; Kamel, Mohamed A.; Said, Ehab; Hussein, Wessam M.","10.1007/s11370-022-00429-3","41287838","Abstract

UNLABELLED
Fifteen organochlorine pesticides (OCPs) were determined in sediments from 14 sites in upper, middle and lower reaches of River Rwizi. Duplicate samples were collected at each site, during three sampling regimes covering the wet and dry seasons. Sediments were extracted using acetone: hexane (1:1 mixture) and clean-up was achieved using C18 cartridge. OCPs were determined using gas chromatography-mass spectrometry (GC-MS). Principal component analysis (PCA) was used to assess spatial relationships. To assess ecological health risk, the risk quotient (RQ) based on exposure and toxicity was calculated. Hazard index (HI), based on the sum of ratios of the OCP doses to permitted levels was calculated assess risk to human health. Recoveries of 54.4-93%, linearity (R2) > 0.9988, limits of detection (LoD) of 0.34-0.66 ng/kg and limits of quantification (LoQ) of 1.02-2.01 ng/kg were obtained during method validation. The total OCPs concentration was 84.34-159.5 µg/kg dry weight. Presence of OCPs in the sediment may be attributed to environmental persistence, however the presence of endosulfans implies continuing input since they have a relatively short half-life. Ecological risk quotient (RQ) values were 0.01-9780.37 while hazard index (HI) values were all less than 1. The HI for dermal exposure in children was 0.2695 and in adults it was 0.1497, exceeding the negligible risk threshold of H < 0.1. While the risk to human health was low, the high risk posed to ecology by heptachlor (RQ = 9780.37) and endosulfan II (RQ = 835.98) requires immediate mitigation.

SUPPLEMENTARY INFORMATION
The online version contains supplementary material available at 10.1007/s44274-025-00465-7."
"Vision-based wearable steering assistance for people with impaired vision in jogging","IEEE INTERNET OF THINGS JOURNAL","2019","Jiang, Bin; Yang, Jiachen; Lv, Zhihan; Song, Houbing","10.1109/jiot.2018.2842229","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Intelligent vehicle decision-making and trajectory planning method based on deep reinforcement learning in the Frenet Space","SENSORS","2023","Wang, Jiawei; Chu, Liang; Zhang, Yao; Mao, Yabin; Guo, Chong","10.3390/s23249819","41240740","Driver fatigue poses a critical threat to global road safety, particularly among young drivers. Nevertheless, policy-level interventions remain fragmented due to the lack of reliable and deployable detection technologies. Bridging this gap requires accurate, interpretable, and real-time fatigue monitoring systems capable of informing practical decision-making in transportation safety management. To address this challenge, we propose an end-to-end EEG-based fatigue detection model, Scale-Enhanced Transformer and Dynamic Graph Convolutional Network (SET-DGCN). The model captures multi-scale temporal dependencies and spatial brain-region interactions by integrating convolutional embeddings, attention mechanisms, and learnable graph structures. Extensive evaluations on both a driving simulation dataset and the publicly available SEED-VIG dataset confirm that SET-DGCN outperforms mainstream convolutional neural network (CNN)-based, graph convolutional network (GCN)-based, and Transformer-based models in terms of accuracy and F1-score, while maintaining strong cross-subject generalization. To enhance both interpretability and application relevance, a component-level attribution method (COAR) is employed to evaluate the functional contribution of model modules, while SHapley Additive exPlanations (SHAP) analysis is used to uncover brain region-specific patterns across fatigue stages. Based on these neural insights, a set of multi-level policy and design recommendations is proposed, ranging from infrastructure enhancements to adaptive in-vehicle systems and individualized interventions, to provide a comprehensive framework for mitigating fatigue among young drivers in real-world transportation contexts."
"Multi-model-based local path planning methodology for autonomous driving: An integrated framework","IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS","2022","Jian, Zhiqiang; Chen, Shitao; Zhang, Songyi; Chen, Yu; Zheng, Nanning","10.1109/tits.2020.3042603","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Improving the generalizability of trajectory prediction models with frenet-based domain normalization","JOURNAL OF GUIDANCE, CONTROL, AND DYNAMICS","2004","Avanzini, Giulio","10.2514/1.9338","41195270","Abstract

INTRODUCTION
Accurate prediction of treatment response and prognosis in breast cancer patients is critical to advance personalized medicine and optimize therapeutic decision-making. Within the context of AI-enabled healthcare, there remains a pressing need to develop robust, interpretable models that can account for the temporal complexity and heterogeneity inherent in longitudinal patient data.

METHODS
This study proposes a novel framework designed to model patient-specific treatment trajectories using a dynamics-aware, deep sequence learning architecture. Aligned with the core themes of computational prognostics and precision therapy, our method addresses the challenges posed by variable patient responses, missing clinical records, and complex pharmacological interactions. Existing approaches, including conventional supervised learning and static classification models, often fall short in capturing the underlying temporal dependencies, multimodal data fusion, and counterfactual reasoning necessary for real-world clinical deployment. These limitations hinder generalizability, especially in scenarios where treatment outcomes are delayed or weakly annotated. In contrast, our approach integrates recurrent modeling, attention mechanisms, and uncertainty quantification to better capture the evolving nature of patient health trajectories. Moreover, we incorporate domain-informed regularization techniques and causal inference modules to improve interpretability and clinical relevance.

RESULTS AND DISCUSSION
By learning temporal dynamics in a personalized manner, the proposed model enhances predictive performance while remaining sensitive to patient-specific variations and therapeutic regimens. Through extensive validation on real-world breast cancer cohorts, we demonstrate that our framework not only outperforms existing baselines but also provides actionable insights that can inform adaptive treatment planning and risk stratification."
"A Graph-search based Trajectory Planning Approach with Longitudianl Priority","IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY","2023","Scheffe, Patrick; Pedrosa, Matheus V. A.; Flaßkamp, Kathrin; Alrifaee, Bassam","10.1109/tcst.2022.3214718","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"A survey of trajectory planning methods for autonomous driving—Part I: Unstructured scenarios","IEEE TRANSACTIONS ON INTELLIGENT VEHICLES","2024","Guo, Yuqing; Guo, Zelin; Wang, Yazhou; Yao, Danya; Li, Bai; Li, Li","10.1109/tiv.2023.3337318","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Fast trajectory path planning inspired by binary searching algorithm","ACTA ASTRONAUTICA","2010","Ceriotti, Matteo; Vasile, Massimiliano","10.1016/j.actaastro.2010.07.001","41285133",
"Optimization-based trajectory planning for autonomous parking with irregularly placed obstacles: A lightweight iterative framework","IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS","2022","Li, Bai; Acarman, Tankut; Zhang, Youmin; Ouyang, Yakun; Yaman, Cagdas; Kong, Qi; Zhong, Xiang; Peng, Xiaoyan","10.1109/tits.2021.3109011","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Exploration of Efficient Computation for Trajectory Planning via Fixed-Point Arithmetic","IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS","2022","Cui, Penglai; Pan, Heng; Li, Zhenyu; Zhang, Penghao; Miao, Tianhao; Zhou, Jianer; Guan, Hongtao; Xie, Gaogang","10.1109/tpds.2022.3208425","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Prediction based trajectory planning for safe interactions between autonomous vehicles and moving pedestrians in shared spaces","IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS","2023","Yang, Bo; Yan, Song; Wang, Zheng; Nakano, Kimihiko","10.1109/tits.2023.3281157","37741202","This paper proposes risk-informed decision-making and control methods for autonomous vehicles (AVs) under severe driving conditions, where many vehicle interactions occur on slippery roads. We assume that the AV should approach a specific safe zone in case of vehicle malfunctioning. In normal situations, the driving behavior of the AV is based on the deterministic finite-state machine (FSM) that makes an appropriate real-time decision depending on the driving condition, which is efficient when compared with some conventional decision-making algorithms; alternatively, in emergency situations, the AV first has to be prevented the rear-end conflicts while the specific safe zone is simultaneously determined by evaluating the level of risk via two safety level indicators, i.e., Time-To-Collision (TTC) and Deceleration Rate to Avoid the Crash (DRAC). The safe path that guides the AV to avoid car crashes is generated based on the trajectory optimization theory (i.e., Pontryagin maximum principle), and the AV follows it based on the linear time-varying model predictive control (LTV-MPC), which ensures the AV's lateral stability. We verify the effectiveness of the proposed decision-making and control strategies in various test scenarios, and the results show that the AV behaves appropriately according to the behaviors of surrounding vehicles and road condition."
"IAPF-RRT*: An Efficient Iterative Optimization Path Planning Algorithm for Autonomous Vehicles","INTERNATIONAL JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS RESEARCH","2025","Abdouni, Jawad; Jarou, Tarik; Waga, Abderrahim; Bensassi, Karima; koudia, Younes El","10.1007/s13177-025-00514-8","41287838","Abstract

UNLABELLED
Fifteen organochlorine pesticides (OCPs) were determined in sediments from 14 sites in upper, middle and lower reaches of River Rwizi. Duplicate samples were collected at each site, during three sampling regimes covering the wet and dry seasons. Sediments were extracted using acetone: hexane (1:1 mixture) and clean-up was achieved using C18 cartridge. OCPs were determined using gas chromatography-mass spectrometry (GC-MS). Principal component analysis (PCA) was used to assess spatial relationships. To assess ecological health risk, the risk quotient (RQ) based on exposure and toxicity was calculated. Hazard index (HI), based on the sum of ratios of the OCP doses to permitted levels was calculated assess risk to human health. Recoveries of 54.4-93%, linearity (R2) > 0.9988, limits of detection (LoD) of 0.34-0.66 ng/kg and limits of quantification (LoQ) of 1.02-2.01 ng/kg were obtained during method validation. The total OCPs concentration was 84.34-159.5 µg/kg dry weight. Presence of OCPs in the sediment may be attributed to environmental persistence, however the presence of endosulfans implies continuing input since they have a relatively short half-life. Ecological risk quotient (RQ) values were 0.01-9780.37 while hazard index (HI) values were all less than 1. The HI for dermal exposure in children was 0.2695 and in adults it was 0.1497, exceeding the negligible risk threshold of H < 0.1. While the risk to human health was low, the high risk posed to ecology by heptachlor (RQ = 9780.37) and endosulfan II (RQ = 835.98) requires immediate mitigation.

SUPPLEMENTARY INFORMATION
The online version contains supplementary material available at 10.1007/s44274-025-00465-7."
"Occlusion-aware on-road autonomous driving: A path planning method in combination with honking decision making","OPTIK","2021","Li, Bai","10.1016/j.ijleo.2021.167347","41285133",
"New RRT-based Method for Vehicle Path Planning in Curve Scenarios Considering Path Oscillations","IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY","2025","Zhang, Rui; Guo, He; Sotelo, Miguel Angel; Du, Haiping; Darius, Andriukaitis; Li, Zhixiong","10.1109/tvt.2025.3585155","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"A Mandatory Lane Changing Integrated Decision Making and Planning Method Using Game Theory for Autonomous Vehicle","IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY","2025","Qin, Zhaobo; Wang, Huichuan; Chen, Liang; Huang, Chun; Bian, Yougang","10.1109/tvt.2025.3612454","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"A decoupled trajectory planning framework based on the integration of lattice searching and convex optimization","IEEE ACCESS","2019","Meng, Yu; Wu, Yangming; Gu, Qing; Liu, Li","10.1109/access.2019.2940271","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Research on the local path planning of an orchard mower based on safe corridor and quadratic programming","FRONTIERS IN PLANT SCIENCE","2024","Li, Jun; Li, Haomin; Zeng, Ye; Jiang, Runpeng; Mai, Chaodong; Ma, Zhe; Cai, Jiamin; Xiao, Boyi","10.3389/fpls.2024.1403385","39554519","Abstract

INTRODUCTION
Path planning algorithms are challenging to implement with mobile robots in orchards due to kinematic constraints and unstructured environments with narrow and irregularly distributed obstacles.

METHODS
To address these challenges and ensure operational safety, a local path planning method for orchard mowers is proposed in this study. This method accounts for the structural characteristics of the mowing operation route and utilizes a path-velocity decoupling method for local planning based on following the global reference operation route, which includes two innovations. First, a depth-first search method is used to quickly construct safe corridors and determine the detour direction, providing a convex space for the optimization algorithm. Second, we introduce piecewise jerk and curvature restriction into quadratic programming to ensure high-order continuity and curvature feasibility of the path, which reduce the difficulty of tracking control. We present a simulation and real-world evaluation of the proposed method.

RESULTS
The results of this approach implemented in an orchard environment show that in the detouring static obstacle scenario, compared with those of the dynamic lattice method and the improved hybrid A* algorithm, the average curvature of the trajectory of the proposed method is reduced by 2.45 and 3.11 cm -1, respectively; the square of the jerk is reduced by 124 and 436 m 2/s 6, respectively; and the average lateral errors are reduced by 0.55 cm and 4.97 cm, respectively, which significantly improves the path smoothness and facilitates tracking control. To avoid dynamic obstacles while traversing the operation route, the acceleration is varied in the range of -0.21 to 0.09 m/s 2. In the orchard environment, using a search range of 40 m × 5 m and a resolution of 0.1 m, the proposed method has an average computation time of 9.6 ms. This is a significant improvement over the open space planning algorithm and reduces the average time by 12.4 ms compared to that of the dynamic lattice method, which is the same as that of the structured environment planning algorithm.

DISCUSSION
The results show that the proposed method achieves a 129% improvement in algorithmic efficiency when applied to solve the path planning problem of mower operations in an orchard environment and confirm the clear advantages of the proposed method."
"Emergency obstacle avoidance trajectory planning method of intelligent vehicles based on improved hybrid A","SAE INTERNATIONAL JOURNAL OF VEHICLE DYNAMICS, STABILITY, AND NVH","2023","Chen, Guoying; Yao, Jun; Gao, Zhenhai; Gao, Zheng; Zhao, Xuanming; Xu, Nan; Hua, Min","10.4271/10-08-01-0001","30193293","Abstract

IMPORTANCE
The current opioid abuse epidemic in the United States requires evaluation of prescribing practices within all medical specialties. This examination includes a review of postoperative pain management for patients undergoing major head and neck procedures.

OBJECTIVE
To report differences in postoperative pain regimens between an international and domestic head and neck surgical program.

DESIGN, SETTING, AND PARTICIPANTS
Pain management patterns after head and neck surgery in the programs at Chinese University of Hong Kong (CUHK) and Oregon Health and Science University (OHSU) were compared with a focus on opioids, nonsteroidal anti-inflammatory drugs (NSAIDs), acetaminophen or paracetamol, and anxiolytics. Cases from July 1, 2013, through August 31, 2017, were reviewed. Standing medication orders the day before surgery (PRE1), postoperative day 6 (POD6), and postoperative day 14 (POD14) were compared between institutions.

EXPOSURES
Head and neck surgery.

RESULTS
A total of 253 cases from CUHK and 567 cases from OHSU were analyzed (mean [SD] age, 59.4 [14.3] and 60.1 [16.4] years, respectively). Patients from OHSU had a significantly higher frequency of opioid orders on PRE1 (15.3% vs 1.6%; odds ratio [OR], 11.3; 95% CI, 4.09-31.10), POD6 (86.8% vs 0.4%; OR, 1653.12; 95% CI, 228.51-11 959.01), and POD14 (71.4% vs 0.8%; OR, 313.75; 95% CI, 77.12-1276.52). There were no significant differences in acetaminophen or paracetamol, NSAID, or anxiolytic orders between institutions. Institution was the most significant indicator for the presence of opioid orders on POD6 (OR, 4271.10; 95% CI, 380.04-47 999.70) and POD14 (OR, 330.35; 95% CI, 79.67-1369.82). In addition to treating institution, multivariate analysis showed that PRE1 opioid orders indicated a significant increase in likelihood of opioid orders on POD6 (OR, 4.77; 95% CI, 1.23-18.57) but not POD14. POD6 anxiolytic orders remained a significant indicator of opioid orders for POD6 (95% CI, 1.49-113.10) and POD14 (95% CI, 1.17-5.03), respectively.

CONCLUSIONS AND RELEVANCE
A significantly lower frequency of postoperative opioid orders was observed from CUHK compared with OHSU across similar major head and neck procedures. This contrast encourages a careful examination of (1) cultural and patient expectations of pain control, (2) the metrics by which control is assessed, (3) industry and economic drivers of opioid use, and (4) alternatives to opioid pain regimens. A thoughtful shift in postoperative pain protocols that deemphasizes opioid use may be an opportunity to counter the epidemic of opioid abuse in the United States."
"Cited 4","THE PUBLICATION OF THE AMERICAN DIALECT SOCIETY","1972","Sandset, Tony","10.1215/-57-1-54","33761846","Achille Mbembe states that 'the ultimate expression of sovereignty resides, to a large degree, in the power and the capacity to dictate who may live and who must die […]. To exercise sovereignty is to exercise control over mortality and to define life as the deployment and manifestation of power' (Mbembe, 2003. Necropolitics. Public Culture, 15(1), 11-40. https://doi.org/10.1215/08992363-15-1-11). For Mbembe a key question is 'under what practical conditions is the right to kill, to allow to live, or to expose to death exercised?' (Mbembe, 2003. Necropolitics. Public Culture, 15(1), 11-40. https://doi.org/10.1215/08992363-15-1-11). This article will map the necropolitical underpinnings of racial and class-based health disparities and vulnerabilities in the current COVID-19 pandemic. The article will directly engage with the question of 'under what practical conditions are the right to expose to death' unfolding in the current COVID-19 pandemic. Drawing on news media representations and public health data in the UK and the U.S, the article will provide a disciplinary conjecture arguing for the importance of looking at what I call a 'state of acceptance' plays into the necropolitical dynamics of the COVID-19 pandemic."
"DP and QP Based Decision-making and Planning for Autonomous Vehicle","INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS","2019","I, Isha; M, Mamtesh","10.5120/ijca2019919581","41287817","During an acute episode of depersonalization/derealization (DP/DR), people report a complex and idiosyncratic change in their perceptual experience. Specifically, derealisation describes the experience of detachment from the external world and altered visual perception in which the surroundings look faded, foggy, or dream-like. Whilst some have argued that there may not be genuine perceptual changes in derealization, this proposal is yet to be tested empirically. Thus, we set out to investigate the potential perceptual changes in derealization. In this Registered Report, we conducted two online experiments to reveal the impact of DP/DR symptoms measured via the state version of the Cambridge Depersonalisation Scale (CDS) on how people evaluate (Experiment 1, N = 200, CDS-state mean: 32.43 ± 29.94 SD) and adjust (Experiment 2, N = 125, CDS-state mean: 29.38 ± 30.47 SD) naturalistic scene images with different levels of saturation and contrast. Participants were asked to rate how real the presented images look compared to their everyday experience (in Experiment 1) and to adjust the contrast or saturation level of images to match their everyday visual experience (in Experiment 2). We tested the effect of CDS-state scores on these subjective ratings via model comparison with Bayes Factors. In both experiments, we found strong evidence supporting the null models, suggesting that DP/DR symptoms did not affect realness ratings or vividness adjustments. These results provide empirical support for theories suggesting that self-reported altered vividness experience in derealization does not reflect genuine perceptual changes, instead they signify the (meta-)cognitive interpretation of these experiences. We discuss pros and cons of the current research practices when assessing derealization and highlight key avenues for the future investigation."
"Automatically building linking relations between lane-level map and commercial navigation map using topological networks matching","JOURNAL OF NAVIGATION","2020","Tao, Lu; Zhang, Pan; Yan, Lixin; Zhu, Dunyao","10.1017/s0373463320000259","41245853","[This corrects the article DOI: 10.1017/ash.2024.75.]."
